deprivations,38936.45283666741
salt-dust,51305.282286078895
desperate,27352.775000197566
unseaworthy,31022.89796021688
sadistic,32098.486169538734
smugglers,27992.317393799858
cockroaches,34116.867860185026
drowned,46140.520337624745
waterboarding,54134.93651263352
simulate,41839.638173628045
disappearing,36132.78594929589
europemost,32531.973784931615
lighted,27740.75867027715
plucked,29183.497801290552
dehumanising,35956.271387183486
simulated,54437.309249852326
hellish,30992.025075671558
kagunga,28115.355840282653
simulates,56702.63075618679
boatthe,28195.63498918896
feral,32370.457879116402
rickety,34717.61747872251
clogs,29471.99725007314
inhuman,28062.456175355448
capsize,31321.236587120282
drowningthe,28615.460919693905
senselessly,37587.62519795091
unbearably,33282.906321455266
miksaliste,29837.179334680426
orcas,31587.27075971158
jellyfish,35165.69464668393
rectal,36494.31614302852
harsh,30056.24055813822
supermax,31226.799811677472
fetuses,32384.27208346856
feeding,28669.606908423597
inhumane,31393.923873354634
children who,32345.66751006329
cruelty,32735.762577736205
palates,29962.115277862817
dehydrated,28422.89122504449
pelican,34136.164134959334
mosquitos,38165.63985579078
urinate,28093.907218521585
strappado,30083.95771511743
boat,34560.69023258147
shackling,41307.5417707933
torture,36804.39798909144
hypothermia,33275.21461184362
enslaved,32296.999151947104
ices,47367.37748524372
refreezes,27288.982746303423
hooding,36458.90296112763
wintersthe,28042.80473459794
bison,27518.93388797288
journeys,32278.198674727755
starving,45322.76913672166
uninviting,27974.44029183909
centresome,28891.52078535873
caged,31526.598383986722
naked,39140.243613628976
nakedness,32660.389193973053
drown,28347.406337792698
detainee’s,53657.844154581006
donefor,32485.850378517487
dying,27805.184894889153
overcrowded,37529.803180987954
imprisoning,46310.29390129313
cages,40654.183464499365
deprivation,36794.87753646634
dumping,35650.112510164196
eardrums,32063.338010880325
cruel,27730.831303072893
self-mutilation,39528.16993460961
blowtorches,37340.055253467646
often,29492.526159635527
boats,30634.50328057626
sulfuric,32212.049741056875
conditionsit,28594.895000676916
deprivationthe,41124.69082837776
unaccompanied,34698.90603662191
rough,52065.34140523167
it more,27274.59733574909
suffocated,45090.86615597891
filthy,50074.86130207181
fungus,28744.762979323717
circuses,27311.43112736639
defecate,41367.27306575524
conditionsmany,35494.43397554285
saltier,27358.38109562453
onesmany,27586.89674485268
salinity,29287.566133993852
indignity,31620.18716278702
sensory,35899.36506364938
defecating,40817.04898676913
hallucinated,31868.322717499497
wrongfully,32392.85376032635
unwanted,29969.17222337519
trafficked,37953.571209621696
stacking,29391.027479992925
