hum,206556.85089583514
translucent,98415.47424361702
tinkle,144069.47774037585
candyfloss,99385.483464836
dubstep,128540.66156622097
heavy-lidded,100648.98379579307
hiss,124927.55259491713
splatters,97461.84343297555
clanking,100293.15549491173
tinkled,123479.27939175477
hissing,123491.95167315964
segue,105917.49956678347
soaks,103091.42374205281
percussive,116125.0639329787
soundlessly,118883.72609486594
piled-up,97717.90577569789
cheesy,97628.57323300323
thrumming,121843.54180454295
whirring,101121.77774199413
humming,106716.7184267691
yelps,117709.29166182967
tray”,116077.08117218802
chirruping,116492.77028049872
throb,99397.82530389453
damply,128224.24415054488
whirr,117500.23278696102
doomy,106392.44974491377
cloying,104669.58537925323
low-pitched,121143.52812017711
ambient,122428.59682669253
show…,99749.23495046842
licks,134009.9715938106
sinuous,112888.924254994
crackling,176095.47132647687
hawley’s,114170.06976873793
coiled,119125.92228067911
toe-tapping,105462.80437836508
outro,99345.95784680986
growl,104263.81272217791
mournful,105589.3964365342
wail,102804.83191783239
dry-ice,125962.12687077263
techno,138274.44366326655
lo-fi,108154.65070760234
whirling,163926.1308191984
throbbing,124469.61723352005
twangs,104926.9763354336
breathy,107992.59648940209
strumming,101051.09591365169
clanging,99876.12291078514
cymbals,130127.32942213198
whooshing,117487.54796709697
sawing,109830.61159872252
wafting,110416.72117097421
spandex,117292.4081593432
skittering,102329.13117577547
wop,97471.5724655425
banjos,97538.09006386531
reverb,124688.82365864572
shrieks,104416.86034380154
pulsing,144856.6823972918
sonic,114391.43595531533
gloopy,106561.63721815162
bubblegum,109130.9042225974
tinkling,130119.2131011089
synths,143606.04763139892
tinny,148074.74154208566
self-seeded,100468.53908183616
synth,120441.22508393631
bleeps,98996.87360697097
blares,144642.24488602343
burbling,143025.17483165752
foamy,100126.1734397154
spotlights,103866.00310811511
mactavish,98030.3732279926
grooves,136008.5744272657
yodelling,102631.09524913195
concertina,99700.78446210029
moronically,125425.36581099448
basslines,109802.25370099147
tingles,104448.89484092651
blinding,109101.20865071696
graininess,103018.27898913472
haze,101528.5852988091
doughy,104137.28697084864
stentorian,166643.62103944056
wafts,113104.08433206232
tracklist,105522.33310363388
grunge,99270.21192720803
crackles,118581.43508048325
soupy,102223.97634761728
tingling,131365.0077076856
thumps,104670.05333992442
swirl,98413.29494102237
strobe,104549.38132896101
raindrops,103844.77923877187
slo-mo,117584.84721968713
‘n’,108462.39451837595
blaring,134937.11874486355
aroma,97768.30235596144
