date,macular degeneration,choking,allergy,anemia,anthrax,apnea,cardiac arrest,asthma,illusion,avian influenza,back pain,back injury,sting,bleeding,high blood pressure,body weight,broken bone,dengue,spotting,contusion,blister,burns,corpses,calculus,colon cancer,cervical cancer,prostate cancer,ovarian cancer,death,cardiovascular disease,encephalopathy,stroke,cholera,alcoholism,copd,chronic diseases,shock,brain injury,cough,cramp,birth defects,drug abuse,alexia,stuttering,diarrhea,tuberculosis,disease,infectious diseases,kidney disease,neurological disorders,dislocation,multiple sclerosis,dizziness,drowning,emergency,vomiting,polio,epilepsy,rash,kidney failure,dementia,fatigue,cystic fibrosis,fibrosis,flushing,seizure,food poisoning,boils,gunshot wounds,hearing loss,heart attack,heart disease,heart failure,hemophilia,hepatitis,hepatitis b,liver cancer,hiccups,hiv infection,fever,blindness,erectile dysfunction,infection,inflammation,influenza,foot injury,ankle injury,head injuries,wrist injury,insomnia,knee injury,underweight,leg injury,leukemia,liver disease,weight loss,lung disease,lymphoma,mad cow disease,breast cancer,malnutrition,measles,melanoma,meningitis,microcephaly,migraine,nausea,kidney cancer,skin cancer,obesity,childhood obesity,osteoarthritis,osteoporosis,drug overdose,overweight,chest pain,pancreatic cancer,paralysis,plague,pneumonia,poisoning,arthritis,preterm birth,brain cancer,coma,hepatitis c,lung cancer,rare diseases,confusion,recurrence,malaria,infertility,rheumatoid arthritis,rupture,scars,sclerosis,sexually transmitted diseases,sleep apnea,spasms,miscarriage,famine,kidney stones,strain,dehydration,sudden death,syndrome,aids,injury,tremors,cancer,ulcers,headache,weight gain,whooping cough,chronic pain,shingles
2009-01,5,12,20,10,5,25,0,62,22,13,4,15,90,83,31,7,1,17,13,3,2,167,28,0,17,6,50,18,748,9,5,171,126,16,28,33,216,5,17,7,3,34,1,6,32,4,705,18,17,4,24,35,3,27,768,10,14,29,20,6,65,37,3,3,8,145,32,12,3,3,76,77,13,6,37,9,3,12,5,56,3,1,181,31,50,1,10,7,5,19,10,55,1,33,5,66,8,13,4,113,2,6,16,38,0,17,4,5,8,186,9,9,18,7,128,2,56,11,2,23,37,72,13,49,19,13,13,2,60,28,42,21,34,4,20,39,14,24,3,15,15,19,300,9,5,49,86,420,12,989,12,78,10,7,3,6
2009-02,4,32,45,7,40,4,9,35,15,13,26,2,107,92,53,3,6,11,4,12,1,171,18,1,37,11,71,2,556,14,4,206,50,15,10,21,179,25,8,7,10,22,1,1,30,9,645,14,28,2,20,15,5,16,625,9,6,30,21,9,40,34,0,5,0,69,14,3,4,1,45,65,32,0,36,8,4,4,19,36,5,9,189,12,96,1,5,0,0,5,15,51,2,9,1,26,7,23,3,100,6,38,22,14,0,23,7,15,3,69,0,9,15,10,83,8,24,29,19,15,29,57,2,11,19,12,40,5,65,16,43,14,13,10,11,19,11,4,1,3,27,9,316,6,3,38,123,403,9,965,1,60,9,0,4,0
2009-03,1,26,33,7,1,5,1,108,39,5,7,15,112,112,73,11,2,31,7,8,4,154,20,4,6,16,25,22,715,22,3,207,21,25,21,17,194,33,24,5,10,52,6,9,20,70,776,14,14,2,30,17,4,10,763,17,4,25,9,10,14,35,10,14,7,100,18,6,5,5,121,88,70,1,9,0,2,5,12,41,11,13,215,42,37,1,4,11,3,18,21,48,1,3,2,27,16,11,11,87,4,10,2,38,0,36,8,11,6,120,3,10,7,2,109,19,32,19,13,14,35,61,9,36,16,6,49,1,54,25,43,25,16,9,15,22,12,4,3,1,17,3,250,12,4,34,148,455,17,951,13,79,38,0,1,1
2009-04,4,16,22,29,5,5,5,69,34,84,1,1,61,70,62,13,1,7,3,6,2,156,26,1,50,23,81,14,741,14,5,214,17,9,15,11,112,6,58,1,9,19,24,1,41,44,1142,59,7,5,26,31,2,31,957,51,17,49,35,10,57,27,6,14,4,109,10,6,5,11,101,87,46,0,57,22,7,7,10,110,11,14,490,35,466,3,6,3,2,23,10,48,1,38,4,29,14,1,1,82,13,4,32,33,0,40,24,8,45,117,4,4,27,0,133,2,20,13,31,41,31,53,4,13,15,29,44,0,69,41,84,8,9,4,14,38,3,7,8,6,9,2,773,6,12,110,155,422,21,1109,5,69,25,0,2,10
2009-05,4,16,31,6,2,24,4,108,16,70,8,8,46,48,63,10,3,15,8,6,2,217,24,4,19,28,74,13,869,10,10,200,34,13,16,28,151,18,58,5,13,10,22,1,25,32,1084,73,12,5,11,17,5,11,658,33,3,11,28,9,17,28,3,9,3,54,11,6,5,0,43,72,27,0,26,4,27,5,2,135,3,1,513,26,666,1,5,10,10,15,17,51,4,43,13,14,14,14,8,108,16,3,23,10,0,12,36,14,3,105,9,9,1,1,138,5,47,6,5,25,22,42,5,23,7,2,61,4,46,69,30,4,13,6,18,21,26,13,1,1,21,0,1069,14,0,57,78,431,26,1286,21,34,12,12,7,2
2009-06,10,15,41,14,5,11,106,39,17,15,3,7,61,80,39,10,3,10,7,7,8,112,16,5,36,10,28,5,848,5,8,153,3,14,2,14,172,1,29,1,25,14,16,4,28,32,793,26,8,0,6,21,0,9,458,19,5,46,23,13,7,32,8,8,13,58,3,8,7,0,93,109,35,0,46,12,10,9,4,57,8,2,221,26,236,5,12,8,2,18,9,49,0,15,5,38,7,17,7,74,10,4,8,6,0,32,26,20,12,72,1,0,19,4,136,12,56,9,27,19,5,62,11,26,14,26,19,3,41,48,12,9,34,7,20,22,6,11,1,7,15,0,362,9,33,46,68,436,19,994,17,58,30,1,3,3
2009-07,8,9,38,39,28,4,64,103,35,7,1,4,38,51,76,10,3,18,4,6,2,161,14,2,39,20,60,62,937,16,2,192,6,12,3,43,110,6,39,4,7,19,5,2,14,18,1030,38,5,5,28,37,5,10,497,11,4,13,29,11,35,45,4,11,7,83,2,6,10,6,56,88,37,0,45,10,10,8,16,75,29,10,277,22,360,8,18,3,0,4,8,43,3,28,7,31,11,5,3,95,14,1,18,31,0,26,12,5,7,211,6,5,43,0,176,5,12,30,13,34,10,67,5,10,8,20,37,5,74,28,17,9,20,7,32,40,9,3,9,9,19,0,339,5,18,34,92,400,23,1098,9,71,25,6,1,28
2009-08,0,14,26,24,0,26,46,107,18,9,11,4,24,58,65,15,5,0,3,1,2,108,21,3,16,16,89,1,996,7,4,220,1,29,18,16,109,0,21,2,4,22,0,2,31,26,647,21,16,7,10,20,8,11,372,15,5,37,27,8,44,43,2,6,26,83,1,7,2,0,86,86,15,1,28,2,6,6,8,58,13,9,189,33,202,2,2,2,3,3,9,45,2,41,3,15,16,42,4,88,7,6,8,4,0,27,20,13,5,67,2,5,97,11,127,4,27,16,41,28,57,30,2,56,7,23,131,7,40,32,24,3,11,4,20,24,5,27,6,17,15,19,246,2,12,25,59,452,22,1281,1,69,26,1,3,12
2009-09,0,16,55,38,2,13,5,108,19,21,17,4,40,32,70,28,13,19,6,12,1,210,15,0,36,56,147,15,866,12,8,148,7,23,25,31,98,6,22,6,11,18,0,0,6,9,908,83,11,10,5,60,8,14,521,13,10,62,21,10,66,50,10,15,98,54,6,8,5,10,98,112,34,0,22,4,6,8,14,45,9,9,296,39,273,0,0,3,5,11,12,43,0,19,3,56,29,23,6,139,5,0,62,8,0,42,13,19,30,127,17,5,21,24,131,0,22,12,21,26,44,39,5,42,9,7,31,2,58,49,44,1,13,12,12,69,3,13,4,21,19,1,300,0,2,70,132,415,14,1429,4,100,19,0,6,3
2009-10,17,17,30,24,16,7,10,155,15,8,12,5,34,35,44,14,6,13,6,8,4,121,24,1,4,38,47,2,670,10,15,141,17,12,16,19,144,2,28,10,8,17,1,3,52,8,910,37,6,15,6,32,14,10,498,19,1,31,37,2,29,91,4,8,4,51,2,1,3,2,65,109,45,0,31,5,5,9,2,100,9,17,226,30,292,4,6,16,13,13,10,49,0,20,18,44,13,22,16,141,12,17,31,6,0,24,7,24,30,107,1,12,22,24,110,9,18,20,10,60,24,88,6,19,7,16,26,3,71,36,72,10,27,4,16,35,3,7,19,7,16,3,232,15,21,67,91,472,13,1082,2,112,30,5,9,79
2009-11,5,19,50,5,6,12,0,58,18,7,7,3,61,64,33,6,1,3,6,4,2,122,12,1,4,32,48,6,711,17,17,147,9,23,16,22,179,0,29,6,45,21,0,2,22,12,891,46,5,3,4,16,3,3,572,11,2,39,29,11,46,43,1,6,6,84,8,8,2,11,160,113,17,1,36,10,4,18,8,87,23,11,255,22,225,1,4,6,7,5,14,34,3,20,4,18,13,14,10,96,10,5,4,7,0,6,7,4,8,70,4,9,4,6,116,6,13,18,8,69,7,67,9,11,5,22,21,2,73,39,46,18,17,3,35,17,15,12,0,3,21,7,259,7,14,69,102,379,11,840,1,45,0,2,4,1
2009-12,2,30,30,7,9,5,13,47,14,12,16,3,42,44,33,9,8,5,9,24,4,140,13,2,19,10,34,13,769,13,6,111,2,6,5,10,122,2,15,1,20,24,1,3,9,30,707,15,11,7,8,9,8,7,544,11,37,16,22,3,31,18,8,22,4,39,6,8,8,15,72,72,28,1,29,1,3,15,28,55,4,2,219,29,144,4,0,9,0,12,18,25,0,18,2,16,12,29,4,261,3,18,16,9,0,15,11,2,15,65,2,3,25,4,124,15,8,10,5,42,23,48,11,48,7,20,65,1,93,45,57,3,18,20,13,13,8,4,7,5,18,2,104,0,7,43,111,431,49,1359,16,60,34,3,13,25
2010-01,2,17,43,14,10,21,7,43,22,0,32,3,50,30,57,15,11,6,10,10,0,94,39,6,21,10,39,17,716,16,6,210,10,12,20,31,117,0,17,5,3,26,1,3,40,22,752,33,23,4,9,29,9,8,584,7,2,11,16,8,63,35,3,6,7,18,3,8,7,13,72,104,41,9,27,6,1,9,4,32,1,11,200,13,87,3,6,1,6,3,28,48,9,24,3,45,19,19,6,108,12,33,8,4,0,10,17,14,15,92,4,7,13,2,145,3,36,12,21,16,19,41,5,30,8,17,28,7,94,17,73,3,17,3,8,31,4,18,8,9,11,12,160,13,5,71,73,536,12,880,4,104,13,0,14,0
2010-02,3,20,37,39,21,1,9,66,28,1,10,16,56,51,81,8,18,13,1,25,0,117,10,1,22,16,36,18,1060,13,8,280,1,27,32,17,205,10,22,10,32,33,0,10,29,2,682,16,8,8,6,32,7,19,731,10,4,23,18,5,52,46,16,24,8,46,2,5,3,5,137,129,43,3,18,6,3,20,2,50,17,12,206,25,137,5,7,14,2,5,22,31,2,25,12,21,20,13,1,71,2,10,2,10,0,57,16,6,7,107,13,5,19,4,130,18,9,26,7,48,15,32,8,4,2,9,78,7,74,45,38,23,14,13,18,34,13,0,0,1,16,8,238,4,31,90,95,743,19,850,6,63,9,5,4,5
2010-03,10,13,80,28,8,1,18,51,17,0,3,4,57,78,52,19,6,4,7,10,1,128,20,2,23,10,137,24,705,27,16,188,5,13,18,27,133,4,10,3,8,25,0,1,25,36,838,19,17,2,9,36,2,4,567,7,12,43,27,6,9,39,2,18,0,69,9,4,5,23,139,118,67,0,26,12,3,26,15,28,18,52,205,38,48,4,6,3,4,10,20,64,3,36,15,25,19,24,7,185,9,4,45,7,2,94,9,2,28,203,24,14,10,10,185,8,14,25,6,15,8,77,7,18,7,11,111,7,78,36,78,32,28,19,21,39,12,1,8,3,14,0,214,3,9,52,78,436,21,1518,15,76,41,7,5,21
2010-04,1,24,57,21,1,2,3,77,17,7,2,4,31,95,84,11,3,34,6,10,3,195,21,2,42,18,71,23,787,15,7,229,2,13,29,25,127,12,12,3,13,20,2,1,34,32,877,24,20,6,6,32,4,7,998,9,7,28,15,9,18,23,3,23,8,65,10,8,10,2,52,134,23,2,51,5,15,20,20,43,10,6,189,31,62,3,3,1,0,8,9,32,3,16,7,25,23,20,9,207,20,0,3,1,0,18,21,6,6,133,22,11,3,6,117,6,5,34,9,27,40,50,7,0,5,34,114,13,95,23,160,25,13,11,26,40,8,2,9,12,16,38,153,8,4,25,118,466,76,1273,8,60,28,0,4,3
2010-05,4,19,139,12,2,0,10,119,36,0,6,7,68,60,89,17,7,11,9,7,7,192,26,3,27,2,28,33,723,17,4,176,5,13,4,25,233,25,42,1,13,21,0,5,43,22,908,28,10,5,23,14,9,10,1265,12,19,29,45,11,27,41,9,16,5,63,12,5,6,30,86,144,29,0,51,14,22,10,13,51,12,9,191,28,43,7,16,3,1,12,45,42,7,14,29,43,5,33,4,119,7,23,45,9,0,8,11,3,15,174,49,10,20,7,157,5,20,54,9,18,28,40,22,29,6,31,56,1,90,49,43,8,15,20,19,16,5,0,13,3,18,13,323,2,2,64,95,773,20,1075,11,75,14,6,2,0
2010-06,3,20,107,16,1,4,17,119,19,1,4,17,51,61,64,4,3,6,9,11,4,195,17,5,18,5,73,42,856,13,9,272,0,16,10,15,219,2,7,13,18,25,4,14,17,19,865,27,26,15,15,48,4,7,887,28,56,25,47,11,33,46,5,7,7,64,10,0,16,4,185,172,24,1,17,2,3,19,16,48,30,30,162,36,71,3,25,9,3,13,63,31,10,65,3,52,9,20,4,117,5,15,69,7,0,39,31,5,41,153,25,16,33,5,121,26,23,47,15,16,20,63,13,36,6,13,101,11,76,60,52,18,22,13,22,53,10,4,3,3,12,1,286,19,10,32,57,952,29,1522,6,89,23,0,4,2
2010-07,4,29,119,12,3,5,21,74,17,9,13,4,53,56,67,12,4,25,14,8,6,146,11,3,10,10,86,22,826,15,12,276,1,9,6,25,155,6,19,2,26,22,0,7,20,22,848,34,36,7,4,29,6,1,561,8,6,56,21,18,74,53,0,4,11,62,3,7,3,1,183,123,55,28,7,1,1,11,49,57,18,20,237,27,45,2,6,13,2,4,16,30,7,12,3,86,25,8,1,158,2,0,57,3,0,23,16,22,7,146,8,15,21,2,167,4,8,26,16,12,19,29,12,3,10,3,29,13,81,20,52,14,9,34,15,37,28,5,12,34,16,3,187,4,4,68,507,482,20,911,10,73,19,1,5,3
2010-08,3,24,60,21,2,2,52,56,11,1,7,16,34,56,64,15,13,11,7,1,7,112,18,6,16,17,73,10,730,14,20,258,36,10,17,18,119,29,17,8,18,13,0,13,45,7,982,33,13,7,5,20,3,9,725,20,2,81,24,7,15,56,2,2,77,78,15,6,7,12,128,135,51,3,49,12,6,9,5,62,9,7,171,23,47,11,9,17,8,10,8,38,0,16,31,24,9,57,2,88,17,17,17,20,0,66,22,3,11,141,13,7,13,2,118,4,5,40,12,15,14,24,11,11,39,14,37,30,72,39,50,13,5,88,15,28,5,2,1,11,9,20,124,7,7,52,39,611,5,1033,13,143,3,18,18,38
2010-09,3,17,93,20,7,3,8,103,17,2,5,6,52,58,60,18,4,36,13,2,7,223,16,4,61,1,109,47,591,32,22,185,3,27,17,8,148,15,3,3,29,47,5,21,16,17,939,20,25,4,6,56,14,14,508,8,1,48,26,8,95,55,1,10,136,47,4,4,6,4,116,91,53,0,41,3,1,12,16,53,17,12,156,32,24,15,8,4,1,19,11,43,3,48,4,87,14,69,3,178,18,9,43,9,0,5,7,10,17,170,2,6,27,7,129,4,15,20,13,43,10,73,8,22,1,31,41,34,81,33,110,16,40,60,11,57,3,3,8,6,12,0,175,7,3,42,128,491,14,1449,4,45,20,0,8,3
2010-10,3,20,38,31,29,1,14,66,17,0,2,6,25,76,94,20,9,43,5,16,2,118,17,9,42,22,144,43,702,10,8,205,96,10,18,16,187,6,26,5,15,24,2,16,27,8,979,29,20,5,3,88,6,7,381,21,128,37,25,14,42,46,7,14,2,79,1,4,4,17,102,87,24,0,42,0,4,4,8,64,15,15,211,54,32,8,6,3,1,10,20,39,3,25,10,52,6,49,4,179,5,16,26,20,0,42,15,5,7,109,8,2,50,6,80,6,8,37,14,13,25,113,4,18,5,34,64,24,74,39,99,24,25,29,18,99,10,1,12,22,7,12,210,9,9,38,103,570,6,1540,9,93,23,19,14,27
2010-11,22,16,73,6,6,0,8,32,13,0,15,3,63,93,94,14,8,32,5,4,2,100,18,6,51,25,103,7,705,20,12,301,409,9,10,31,153,12,39,5,10,22,1,8,26,27,930,35,19,3,23,33,3,19,797,10,8,45,46,24,11,56,2,2,6,95,8,4,18,2,139,112,103,3,37,8,9,12,29,48,19,8,265,28,10,7,8,6,4,8,22,48,4,7,3,43,12,10,15,56,12,1,84,40,0,6,23,6,30,179,29,9,19,6,106,10,6,13,8,16,16,50,4,5,22,19,114,13,69,35,24,29,25,30,18,39,6,0,4,12,25,2,181,16,10,48,180,565,14,1219,4,97,31,26,12,6
2010-12,9,7,127,6,0,2,3,82,16,4,5,3,50,42,68,12,6,26,9,9,0,232,18,9,2,4,70,25,671,19,3,116,160,31,1,21,109,8,14,1,10,49,7,11,31,20,760,16,4,5,4,42,12,15,597,16,2,26,18,7,15,40,0,8,5,63,21,5,6,15,63,108,38,1,22,14,3,14,18,34,11,14,159,26,35,1,1,12,0,11,6,48,3,27,1,43,6,47,19,239,2,4,28,8,0,28,9,11,9,138,9,8,18,5,125,8,8,8,18,32,28,32,24,11,23,5,92,18,82,26,186,11,15,26,21,48,10,2,5,39,7,8,226,5,7,58,91,504,13,1167,7,98,25,4,15,5
2011-01,17,18,60,25,9,10,16,33,25,17,9,6,43,63,87,14,8,0,7,2,7,174,40,3,12,13,29,9,993,32,3,388,68,22,7,11,228,24,17,5,12,23,0,23,15,19,971,32,25,2,11,82,3,14,694,9,49,24,29,8,52,37,12,19,15,89,3,9,42,18,139,149,67,1,9,4,1,24,16,37,13,0,216,18,47,2,8,17,4,37,26,74,4,6,0,28,13,31,9,148,4,19,34,12,0,11,9,1,18,126,18,10,59,21,147,14,64,35,25,28,39,58,0,8,15,3,62,34,72,27,58,16,35,30,13,94,6,8,1,13,16,18,209,6,4,39,75,870,20,1125,10,94,15,4,8,23
2011-02,10,4,95,6,9,4,5,69,23,9,14,5,44,45,106,9,14,30,8,3,0,153,17,7,17,12,97,14,750,12,5,230,21,11,18,10,193,14,11,3,12,33,3,3,8,13,836,22,5,7,15,74,5,10,876,1,15,32,37,1,51,28,25,28,6,70,2,12,16,77,120,133,66,0,44,13,3,12,3,83,19,19,174,23,27,5,24,15,3,5,6,36,1,16,6,41,13,4,3,105,11,41,12,14,0,16,8,9,15,104,9,7,16,6,88,5,10,45,13,43,29,46,11,9,17,26,42,41,82,21,57,18,16,30,30,81,8,4,1,17,9,0,193,9,1,35,65,610,41,977,20,84,12,4,12,15
2011-03,10,33,51,19,3,3,7,45,38,1,7,9,31,58,76,11,3,1,2,7,5,304,78,7,13,2,60,5,1215,21,3,134,21,12,28,30,324,8,19,4,59,37,0,4,40,20,885,14,11,7,20,20,7,7,1593,15,1,52,32,0,27,47,2,7,2,64,1,21,16,6,84,134,44,19,24,4,2,22,6,24,23,16,154,30,20,2,6,8,3,12,11,42,3,26,6,62,17,6,1,113,10,23,101,5,0,45,26,0,30,117,6,2,8,7,143,19,18,31,19,10,64,72,4,11,9,15,59,8,92,16,14,31,28,22,25,24,19,3,12,15,10,0,200,8,8,54,66,721,92,1278,21,97,32,4,2,12
2011-04,11,18,21,28,2,0,23,61,10,0,6,4,42,67,68,7,20,0,4,7,6,152,69,8,21,25,45,15,864,14,12,193,10,16,3,27,137,7,10,4,23,52,0,1,22,25,746,35,3,1,6,73,6,10,1140,4,9,29,18,4,18,111,3,15,5,34,0,9,13,0,118,114,39,8,61,10,25,31,24,35,10,8,222,16,15,1,4,5,2,6,14,58,9,9,4,25,7,3,4,50,10,2,17,0,0,32,14,17,14,106,23,10,17,4,122,6,60,20,10,65,28,96,27,0,8,38,26,21,69,44,51,14,35,42,40,77,3,0,10,7,10,0,183,9,1,50,51,635,39,846,9,81,11,0,3,5
2011-05,21,17,89,12,1,0,1,118,35,2,4,4,60,60,69,7,0,23,7,19,2,122,64,11,24,0,74,46,1940,18,6,167,53,21,11,27,199,13,17,11,12,37,3,8,26,14,801,21,4,0,4,26,2,16,927,13,10,16,34,3,25,74,3,7,3,50,2,11,21,3,82,73,9,6,86,12,13,10,5,53,18,5,171,29,18,4,2,16,9,4,31,54,4,27,3,34,20,24,3,70,13,12,31,8,0,30,22,8,21,108,13,0,9,1,96,11,18,21,14,48,12,112,10,33,7,62,46,8,77,17,17,17,34,54,17,34,4,0,1,7,26,3,197,6,3,73,102,665,21,1048,23,108,31,3,1,6
2011-06,47,20,99,32,0,0,14,94,22,0,18,2,49,74,62,15,7,23,4,5,4,186,27,3,16,9,128,68,1239,29,12,271,48,19,26,43,232,22,33,23,12,24,0,14,73,8,1101,40,54,2,3,14,5,36,1023,29,1,66,84,42,24,87,10,12,15,70,27,6,16,12,129,131,21,1,40,7,4,16,15,75,21,8,322,34,31,20,17,14,4,13,11,70,3,36,4,44,24,38,1,358,11,22,170,72,0,109,34,15,71,112,18,6,16,3,107,2,20,31,16,37,51,35,4,17,16,29,106,11,79,29,51,18,18,24,22,18,1,0,17,24,29,5,429,8,13,91,123,774,39,2221,4,152,29,26,33,46
2011-07,3,15,90,26,0,1,13,84,17,0,9,5,99,52,43,5,10,2,5,10,6,145,15,9,41,16,26,24,1270,26,4,176,12,12,13,26,301,1,28,13,12,31,2,14,25,5,810,13,5,3,16,39,35,22,970,4,6,18,31,8,46,46,15,26,4,85,5,20,20,10,92,78,14,19,47,13,42,29,5,29,10,4,210,13,30,7,5,17,4,18,42,73,4,11,4,14,11,50,0,171,26,19,16,12,0,21,16,22,16,119,16,6,18,7,139,4,8,38,22,17,23,49,0,43,37,14,59,20,163,38,20,12,16,61,29,43,13,1,4,22,94,2,239,13,5,51,83,689,7,1299,23,108,16,17,18,4
2011-08,1,20,23,32,3,65,13,74,13,0,5,11,81,82,65,10,8,19,10,10,4,205,37,12,22,19,40,34,1075,17,6,272,22,21,3,21,209,2,17,7,13,41,10,10,29,2,639,11,7,2,27,27,5,16,1276,15,6,22,43,4,20,72,2,7,43,67,10,7,23,0,146,108,42,5,42,10,11,14,35,79,12,7,227,21,12,6,20,6,4,60,18,80,21,15,1,42,5,24,0,66,31,7,85,10,1,37,20,0,19,155,10,5,22,5,159,31,39,69,41,10,31,39,2,10,14,21,29,2,123,24,43,22,13,17,37,29,31,46,7,19,147,2,350,16,3,45,50,807,56,946,8,195,21,6,3,13
2011-09,35,24,79,15,6,7,1,164,39,3,3,12,73,80,76,12,12,27,11,8,6,251,51,14,73,86,51,16,1335,26,5,362,16,24,8,55,279,1,38,8,5,52,2,9,24,8,1134,25,19,13,20,27,6,29,885,6,33,20,30,12,45,105,1,5,47,94,16,11,26,3,57,157,50,0,30,9,15,24,1,47,28,44,204,24,26,5,2,21,1,13,6,49,6,17,5,37,27,11,0,198,17,22,19,9,0,13,11,12,10,87,5,1,42,9,109,14,7,55,14,19,20,42,6,20,17,20,71,8,145,38,53,21,16,6,35,36,7,7,2,18,85,15,391,9,7,102,85,792,22,1450,22,119,22,3,13,18
2011-10,16,29,31,11,13,16,8,85,25,0,39,4,76,98,33,7,3,0,10,30,4,175,165,4,17,37,109,15,1859,34,22,229,36,23,17,16,247,20,21,3,29,53,1,11,34,5,899,33,43,9,25,53,4,27,691,17,41,90,16,11,24,44,10,27,12,98,3,8,34,3,81,87,10,4,90,27,4,14,5,50,15,26,202,13,9,3,17,28,2,47,6,97,7,24,8,46,10,10,4,207,51,13,26,1,0,43,23,2,22,159,15,2,22,3,166,21,100,48,42,16,19,24,15,22,11,51,41,6,155,48,228,33,14,16,55,60,11,15,5,24,46,33,340,12,10,41,50,827,22,1545,17,136,13,9,0,89
2011-11,10,22,15,26,2,1,8,30,34,0,2,11,107,190,83,12,3,6,7,17,0,194,40,10,14,52,46,16,1269,11,1,316,34,8,5,13,407,10,20,6,13,30,3,8,17,11,662,16,17,0,38,7,2,63,1003,10,13,19,48,4,42,60,1,8,7,82,2,13,12,13,215,117,60,1,110,8,15,24,36,62,13,3,221,21,12,7,4,7,2,36,4,71,3,1,11,69,9,4,4,119,21,15,23,4,0,20,9,1,39,91,5,1,12,16,136,12,6,55,16,44,25,32,0,25,7,81,31,5,116,15,42,25,11,29,52,10,21,1,4,10,24,0,447,5,7,77,194,699,58,882,8,72,31,6,4,88
2011-12,8,32,54,25,3,11,3,67,19,2,10,3,60,49,36,4,6,2,11,15,2,108,32,5,9,9,86,24,1490,20,5,142,6,16,8,14,188,44,17,3,44,24,9,12,40,9,537,27,13,3,9,20,3,14,650,4,0,9,54,12,9,112,0,1,2,62,3,4,34,13,110,33,42,109,14,4,17,12,10,19,25,8,158,31,8,0,4,11,2,17,13,59,0,62,4,10,6,11,8,88,3,0,21,2,0,6,13,44,14,63,5,20,13,4,105,15,8,44,15,49,34,60,8,6,9,10,34,2,81,26,79,8,15,68,14,22,17,11,1,13,37,0,311,5,8,27,162,653,15,1058,12,105,22,10,8,80
2012-01,14,18,34,11,11,17,35,31,16,6,7,11,64,71,67,3,3,3,7,17,4,158,48,11,5,1,49,9,1012,10,2,282,9,5,25,25,151,24,21,4,14,20,39,7,9,11,735,19,16,2,12,23,14,24,545,8,72,11,25,12,33,59,17,22,5,46,1,6,22,10,100,125,19,2,63,3,13,14,1,34,22,11,106,33,38,7,22,2,5,4,10,54,5,22,9,58,15,12,3,45,18,6,25,0,0,22,8,22,23,127,5,2,13,2,139,6,30,46,12,47,25,21,9,3,8,45,38,10,106,12,17,14,15,72,35,32,18,14,5,17,32,0,233,1,10,35,105,700,21,831,6,77,25,20,2,76
2012-02,10,21,21,6,2,13,6,51,25,26,11,3,110,67,41,5,11,0,10,25,2,236,43,4,22,3,85,21,1299,19,7,174,6,33,22,30,206,21,41,7,43,105,2,14,25,2,700,27,3,3,20,11,9,28,633,17,1,25,45,5,50,74,6,23,3,75,1,14,19,3,101,104,8,3,84,2,7,18,1,50,11,44,145,23,59,1,7,19,2,8,12,54,2,17,4,38,21,7,1,163,42,27,10,7,0,19,17,1,13,171,11,1,19,6,104,32,25,37,5,35,26,33,17,0,11,76,49,25,114,45,32,19,15,26,34,13,7,13,2,10,51,0,251,6,13,89,45,667,16,1144,8,111,21,5,0,69
2012-03,9,24,38,8,1,4,39,48,43,2,11,3,83,189,60,20,5,0,12,23,1,281,42,9,28,56,69,11,1230,31,11,308,8,13,14,33,283,103,19,3,11,81,0,4,10,67,820,34,1,6,17,4,3,13,852,15,2,13,42,16,20,86,0,3,8,71,10,10,28,1,152,130,32,3,42,15,3,29,11,33,18,24,251,37,11,3,6,24,3,9,10,58,7,34,7,39,15,3,0,80,18,0,14,2,0,90,17,15,17,106,2,9,11,11,185,19,12,36,18,29,28,19,3,4,25,18,75,17,74,30,18,6,10,23,24,5,23,15,6,3,37,16,259,19,10,81,63,853,35,1188,14,252,13,1,12,42
2012-04,7,66,36,9,3,1,42,16,23,7,18,11,63,58,55,0,2,0,12,10,0,192,50,7,24,22,150,7,1240,26,51,188,48,14,18,16,187,7,26,6,48,43,1,15,25,21,1062,22,37,2,6,7,4,22,578,9,7,22,39,18,19,77,0,2,7,154,3,4,13,0,96,82,60,4,56,0,6,15,6,57,20,9,114,33,0,1,5,19,4,6,16,57,1,7,4,25,14,6,159,98,4,77,44,4,0,39,10,1,17,190,23,3,12,8,115,0,6,22,7,48,25,26,4,8,20,43,57,10,103,55,43,18,12,5,37,11,16,0,15,12,34,0,197,11,10,29,42,710,52,1227,7,145,5,19,5,12
2012-05,14,32,26,4,10,5,10,53,26,0,47,14,53,94,65,4,8,0,23,18,1,240,73,10,37,18,84,2,1119,14,35,137,2,8,16,28,324,54,32,11,24,41,0,13,26,24,904,17,6,1,15,22,8,31,701,8,43,23,39,8,29,53,23,30,2,91,2,0,21,3,102,84,26,5,29,9,25,21,13,77,26,17,237,22,1,9,1,69,1,5,18,77,1,10,4,54,20,13,28,78,12,10,108,7,0,9,12,13,64,250,5,3,10,3,185,17,7,69,5,24,33,51,34,15,6,12,63,12,91,28,60,16,29,13,39,24,6,4,13,10,22,0,244,10,13,106,96,1031,73,1312,8,116,7,25,3,7
