date,hypothermia,alcoholism,allergies,food allergies,anthrax,apnea,arthritis,asthma,hallucinations,back injury,cancer,headaches,calculus,sting,bleeding,blindness,high blood pressure,stroke,bruises,blisters,burn,corpses,pancreatic cancer,skin cancer,cervical cancer,cardiac arrest,death,heart disease,cardiovascular disease,chills,cholera,chronic disease,chronic pain,spasms,shock,dengue,syndrome,abdominal pain,colon cancer,coma,spinal cord injury,cough,sudden death,birth defects,diarrhea,disease,multiple sclerosis,dizziness,binge drinking,drowning,drug overdose,spotting,shortness of breath,emergency,epilepsy,starvation,fibrosis,flushing,seizures,broken bones,sleep deprivation,boils,weight gain,heart attack,heart failure,heatstroke,hepatitis,hepatitis c,hiccups,hiv infections,influenza,fever,hearing loss,illusion,aids,infection,bacterial infection,infectious diseases,inflammation,injuries,brain injury,insomnia,encephalopathy,brain dead,kidney failure,knee injury,lacerations,fatigue,leukemia,pneumonia,erectile dysfunction,measles,melanoma,meningitis,microcephaly,migraines,maids,cramps,nausea,prostate cancer,lung cancer,ovarian cancer,malnutrition,childhood obesity,obesity,choking,overweight,chest pain,aches,dementia,pertussis,plague,food poisoning,poisoning,polio,brain cancer,rash,confusion,recurrence,head injuries,malaria,infertility,mental retardation,lymphoma,rupture,scars,sclerosis,amelia,sleep apnea,sore throat,memory loss,spinal injury,miscarriage,stab wounds,strain,substance abuse,suffocation,back pain,paralysis,tremors,down syndrome,tuberculosis,breast cancer,unconsciousness,sexually transmitted diseases,vomiting,dehydration,body weight,weight loss,gunshot wound
2011-08,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09,0.0,0.047619047619047616,0.31666666666666665,0.05,0.34210526315789475,0.0,0.08333333333333333,0.4090909090909091,0.2222222222222222,0.15384615384615385,0.27386934673366836,0.19047619047619047,0.14285714285714285,0.3953488372093023,0.30952380952380953,0.14285714285714285,0.6666666666666666,0.8135593220338984,0.4090909090909091,0.2857142857142857,0.5925925925925926,0.375,0.0,0.05555555555555555,1.0,0.10526315789473684,0.5339578454332553,0.2916666666666667,0.3333333333333333,0.4,0.07142857142857142,0.7,0.07692307692307693,0.0,0.4342105263157895,0.15789473684210525,0.15384615384615385,0.0,0.0,0.12727272727272726,0.07407407407407407,0.0,0.0,0.0,0.23529411764705882,0.2427843803056027,0.0,0.0,0.13333333333333333,0.11764705882352941,0.045454545454545456,0.36363636363636365,0.0,0.5209790209790209,0.03571428571428571,0.20512820512820512,0.0,0.18181818181818182,0.03125,0.0,0.125,0.375,0.375,0.20930232558139536,0.13333333333333333,0.0,0.034482758620689655,0.0,0.1111111111111111,0.08333333333333333,0.0975609756097561,0.1510791366906475,0.0,0.3888888888888889,0.1,0.3049645390070922,0.2857142857142857,0.12,0.19230769230769232,0.4533333333333333,0.04918032786885246,0.6206896551724138,0.045454545454545456,0.0,0.2727272727272727,0.1111111111111111,0.1111111111111111,0.275,0.0,0.0,0.4,0.0,0.0,0.015037593984962405,0.0,0.06896551724137931,0.0,0.0,0.125,0.0,0.1111111111111111,0.06896551724137931,0.1111111111111111,0.09090909090909091,0.48214285714285715,0.043478260869565216,0.41025641025641024,0.0,0.38461538461538464,0.46875,0.0,0.03278688524590164,0.07142857142857142,0.21212121212121213,0.15384615384615385,0.14285714285714285,0.2631578947368421,0.4,0.0625,0.47368421052631576,0.0,0.18518518518518517,0.1111111111111111,0.0,0.21428571428571427,0.25925925925925924,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.2,0.2857142857142857,0.21568627450980393,0.07142857142857142,0.2222222222222222,0.0625,0.5333333333333333,0.11538461538461539,0.0,0.04,0.08536585365853659,0.0,0.2857142857142857,0.15151515151515152,0.2857142857142857,0.3333333333333333,0.17857142857142858,0.18181818181818182
2011-10,0.1111111111111111,0.047619047619047616,0.016666666666666666,0.0,1.0,0.0,1.0,0.045454545454545456,0.1111111111111111,0.07692307692307693,1.0,0.2619047619047619,0.42857142857142855,0.27906976744186046,0.2857142857142857,0.0,0.9444444444444444,0.864406779661017,0.22727272727272727,0.42857142857142855,0.5679012345679012,1.0,1.0,0.16666666666666666,0.09090909090909091,0.2631578947368421,0.9180327868852459,0.16666666666666666,0.3333333333333333,0.2,0.09523809523809523,0.2,0.15384615384615385,0.2,0.4342105263157895,0.21052631578947367,0.23076923076923078,0.26666666666666666,0.21428571428571427,0.14545454545454545,0.07407407407407407,0.2926829268292683,0.2,0.38095238095238093,0.5882352941176471,0.22071307300509338,0.0,0.14285714285714285,0.0,0.0,0.0,0.18181818181818182,0.0,0.6328671328671329,0.03571428571428571,0.46153846153846156,0.047619047619047616,0.22727272727272727,0.203125,0.6666666666666666,0.125,0.625,0.1875,0.3488372093023256,0.26666666666666666,0.0,0.034482758620689655,0.0,0.2222222222222222,0.08333333333333333,0.04878048780487805,0.17985611510791366,0.0,0.5,0.2714285714285714,0.3049645390070922,0.42857142857142855,0.08,0.11538461538461539,0.7488888888888889,0.18032786885245902,1.0,0.0,0.0,0.45454545454545453,0.2222222222222222,0.2222222222222222,0.2,0.2,0.08,0.2,0.012,0.1875,0.03007518796992481,0.0,0.0,0.9090909090909091,0.375,0.5,1.0,0.037037037037037035,0.1724137931034483,0.2222222222222222,0.0,0.30357142857142855,0.043478260869565216,0.6410256410256411,0.2857142857142857,0.15384615384615385,0.03125,0.0,0.16393442622950818,0.5,0.42424242424242425,0.0,0.09523809523809523,0.42105263157894735,0.6,0.5,0.5789473684210527,0.6,0.037037037037037035,0.0,0.09523809523809523,0.0,0.37037037037037035,0.07142857142857142,0.0625,0.0,0.0,0.0,0.0,0.52,0.5714285714285714,0.5490196078431373,0.35714285714285715,1.0,0.875,0.8,0.23076923076923078,0.0,0.04,0.6951219512195121,0.0,0.19047619047619047,0.36363636363636365,0.6428571428571429,1.0,0.5714285714285714,0.5757575757575758
2011-11,0.0,0.23809523809523808,0.16666666666666666,0.15,0.21052631578947367,0.08,0.8333333333333334,0.09090909090909091,0.1111111111111111,0.6153846153846154,0.36180904522613067,0.21428571428571427,0.0,0.3023255813953488,0.21428571428571427,0.047619047619047616,0.7777777777777778,0.6440677966101694,0.5454545454545454,0.0,0.5432098765432098,0.53125,0.05,0.0,0.0,0.10526315789473684,0.5807962529274004,0.2916666666666667,0.25,0.13333333333333333,0.3333333333333333,0.5,0.23076923076923078,0.3,0.6973684210526315,0.10526315789473684,0.057692307692307696,0.0,0.07142857142857142,0.12727272727272726,0.07407407407407407,0.12195121951219512,0.2,0.09523809523809523,0.14705882352941177,0.28862478777589134,0.1111111111111111,0.0,0.06666666666666667,0.5882352941176471,0.2727272727272727,0.18181818181818182,0.5714285714285714,0.5629370629370629,0.17857142857142858,0.38461538461538464,0.09523809523809523,0.18181818181818182,0.234375,0.5,0.375,0.0,0.3125,0.46511627906976744,0.8666666666666667,0.05555555555555555,0.06896551724137931,0.0625,0.1111111111111111,0.4166666666666667,0.024390243902439025,0.08633093525179857,0.09090909090909091,0.3888888888888889,0.5571428571428572,0.2198581560283688,0.2857142857142857,0.10666666666666667,0.11538461538461539,0.4822222222222222,0.06557377049180328,0.3793103448275862,0.09090909090909091,0.0,0.09090909090909091,0.1111111111111111,0.1111111111111111,0.1,0.16,0.06,0.3,0.0,0.0625,0.0,0.0,0.06896551724137931,0.18181818181818182,0.125,0.125,0.875,0.37037037037037035,0.06896551724137931,0.16666666666666666,0.2727272727272727,0.17857142857142858,0.17391304347826086,0.2564102564102564,0.0,0.15384615384615385,0.53125,0.0,0.08196721311475409,0.07142857142857142,0.45454545454545453,0.0,0.09523809523809523,0.3157894736842105,0.5428571428571428,0.25,0.21052631578947367,0.2,0.2777777777777778,0.0,0.2857142857142857,0.07142857142857142,0.5925925925925926,0.14285714285714285,0.0,0.08,0.0,0.3333333333333333,0.058823529411764705,0.4,0.0,0.3137254901960784,0.16666666666666666,0.1111111111111111,0.0,0.5333333333333333,0.15384615384615385,0.05,0.08,0.07317073170731707,0.0,0.0,0.06060606060606061,0.2857142857142857,0.3333333333333333,0.6071428571428571,0.21212121212121213
2011-12,0.0,0.19047619047619047,0.03333333333333333,0.0,0.02631578947368421,0.0,0.08333333333333333,0.13636363636363635,0.0,0.15384615384615385,0.4949748743718593,0.23809523809523808,0.14285714285714285,0.18604651162790697,0.5476190476190477,0.19047619047619047,0.3888888888888889,0.5254237288135594,0.6363636363636364,0.0,0.49382716049382713,0.375,0.05,0.0,0.045454545454545456,0.10526315789473684,0.7459016393442623,0.22916666666666666,0.08333333333333333,0.06666666666666667,0.0,0.2,0.0,0.2,0.5657894736842105,0.15789473684210525,0.17307692307692307,0.06666666666666667,0.42857142857142855,0.01818181818181818,0.037037037037037035,0.12195121951219512,0.6,0.09523809523809523,0.0,0.1833616298811545,0.1111111111111111,0.07142857142857142,0.06666666666666667,0.058823529411764705,0.09090909090909091,0.09090909090909091,0.14285714285714285,0.479020979020979,0.03571428571428571,0.9230769230769231,0.09523809523809523,0.045454545454545456,0.15625,1.0,0.125,0.125,0.625,0.7441860465116279,0.26666666666666666,0.0,0.06896551724137931,0.0625,0.1111111111111111,0.3333333333333333,0.17073170731707318,0.1223021582733813,0.36363636363636365,0.6111111111111112,1.0,0.41843971631205673,0.14285714285714285,0.04,0.07692307692307693,0.5755555555555556,0.18032786885245902,0.10344827586206896,0.13636363636363635,0.017241379310344827,0.6363636363636364,0.2222222222222222,0.3333333333333333,0.45,0.04,0.07333333333333333,0.2,0.0,0.125,0.015037593984962405,0.0,0.0,0.18181818181818182,0.25,0.3125,0.3125,0.18518518518518517,0.0,0.16666666666666666,0.18181818181818182,0.21428571428571427,0.17391304347826086,0.1794871794871795,0.7142857142857143,0.0,0.0625,0.0,0.04918032786885246,0.21428571428571427,0.3939393939393939,0.015384615384615385,0.14285714285714285,0.3684210526315789,0.42857142857142855,0.1875,0.3684210526315789,0.13333333333333333,0.018518518518518517,0.0,0.14285714285714285,0.35714285714285715,0.4074074074074074,0.07142857142857142,0.125,0.0,0.0,0.0,0.0,0.36,0.14285714285714285,0.49019607843137253,0.40476190476190477,0.1111111111111111,0.0,0.4666666666666667,0.4230769230769231,0.1,0.04,0.2804878048780488,0.0,0.09523809523809523,0.06060606060606061,0.07142857142857142,0.0,0.32142857142857145,0.6666666666666666
2012-01,0.2222222222222222,0.047619047619047616,0.7666666666666667,0.85,0.0,0.0,0.08333333333333333,0.4090909090909091,0.0,0.38461538461538464,0.25125628140703515,0.38095238095238093,0.5714285714285714,0.18604651162790697,0.38095238095238093,0.047619047619047616,0.5555555555555556,0.6610169491525424,0.6363636363636364,0.0,0.43209876543209874,0.53125,0.0,0.0,0.0,0.15789473684210525,0.5468384074941453,0.3541666666666667,0.25,0.06666666666666667,0.09523809523809523,0.5,0.0,0.1,0.6052631578947368,0.05263157894736842,0.2692307692307692,0.0,0.14285714285714285,0.4909090909090909,0.037037037037037035,0.12195121951219512,0.4,0.0,0.029411764705882353,0.14091680814940577,0.1111111111111111,0.0,0.0,0.29411764705882354,0.0,0.09090909090909091,0.42857142857142855,0.6783216783216783,0.2857142857142857,0.20512820512820512,0.3333333333333333,0.09090909090909091,0.234375,0.5,0.1875,0.25,0.5625,0.813953488372093,0.3333333333333333,0.05555555555555555,0.13793103448275862,0.125,0.1111111111111111,0.0,0.07317073170731707,0.05755395683453238,0.0,0.7777777777777778,0.1,0.09929078014184398,0.0,0.013333333333333334,0.34615384615384615,0.5888888888888889,0.19672131147540983,0.0,0.2727272727272727,0.0,0.2727272727272727,0.3333333333333333,0.2222222222222222,0.175,0.32,0.08,0.0,0.0,0.0,0.007518796992481203,0.0,0.034482758620689655,0.36363636363636365,0.25,0.25,0.03125,0.3333333333333333,0.0,0.3333333333333333,0.18181818181818182,0.44642857142857145,0.2608695652173913,0.15384615384615385,0.14285714285714285,0.07692307692307693,0.65625,0.0,0.04918032786885246,0.0,0.12121212121212122,0.15384615384615385,0.047619047619047616,0.5263157894736842,0.4857142857142857,0.0625,0.15789473684210525,0.1,0.0,0.1111111111111111,0.23809523809523808,1.0,0.4074074074074074,0.07142857142857142,0.9375,0.0,0.0,0.3333333333333333,0.0,0.16,0.0,0.35294117647058826,0.11904761904761904,0.2222222222222222,0.0,0.26666666666666666,0.19230769230769232,0.0,0.12,0.08536585365853659,0.0,0.23809523809523808,0.06060606060606061,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.45454545454545453
2012-02,0.9444444444444444,0.5238095238095238,0.3,0.4,0.02631578947368421,0.12,0.5,0.6818181818181818,0.0,0.3076923076923077,0.33668341708542715,0.40476190476190477,0.14285714285714285,0.4883720930232558,0.2857142857142857,0.0,0.3333333333333333,0.6949152542372882,0.4090909090909091,0.0,0.5679012345679012,0.4375,0.05,0.05555555555555555,0.0,0.0,0.6569086651053864,0.375,0.08333333333333333,0.06666666666666667,0.07142857142857142,1.0,0.0,0.2,0.5657894736842105,0.0,0.28846153846153844,0.13333333333333333,0.0,0.07272727272727272,0.0,0.0975609756097561,0.4,0.09523809523809523,0.29411764705882354,0.166383701188455,0.2222222222222222,0.07142857142857142,0.0,0.11764705882352941,0.22727272727272727,0.0,0.14285714285714285,0.5,0.14285714285714285,0.46153846153846156,0.047619047619047616,0.09090909090909091,0.140625,0.16666666666666666,0.0625,0.5,0.125,0.32558139534883723,0.0,0.0,0.06896551724137931,0.0,0.2222222222222222,0.08333333333333333,0.0,0.07194244604316546,0.0,0.4444444444444444,0.17142857142857143,0.19148936170212766,0.42857142857142855,0.013333333333333334,0.11538461538461539,0.5155555555555555,0.06557377049180328,0.13793103448275862,0.18181818181818182,0.06896551724137931,0.09090909090909091,0.1111111111111111,0.2222222222222222,0.15,0.12,0.013333333333333334,0.1,0.0,0.0,0.0,0.0,0.5517241379310345,0.2727272727272727,0.5,0.25,0.03125,0.14814814814814814,0.034482758620689655,0.5555555555555556,1.0,0.7321428571428571,0.13043478260869565,0.5641025641025641,0.0,0.15384615384615385,0.09375,0.0,0.04918032786885246,0.2857142857142857,0.24242424242424243,0.0,0.047619047619047616,0.21052631578947367,1.0,0.9375,0.42105263157894735,0.06666666666666667,0.0,0.05555555555555555,0.09523809523809523,0.0,0.37037037037037035,0.21428571428571427,0.0625,0.12,0.0,0.8333333333333334,0.0,0.04,0.0,0.3137254901960784,1.0,0.2222222222222222,0.25,0.26666666666666666,0.19230769230769232,0.3,0.12,0.36585365853658536,0.0,0.14285714285714285,0.24242424242424243,0.21428571428571427,0.1111111111111111,0.14285714285714285,0.5757575757575758
2012-03,0.16666666666666666,0.047619047619047616,0.06666666666666667,0.0,0.02631578947368421,0.52,0.08333333333333333,0.045454545454545456,0.1111111111111111,0.0,0.49246231155778897,0.21428571428571427,0.2857142857142857,0.37209302325581395,0.5238095238095238,0.047619047619047616,0.2222222222222222,0.4406779661016949,0.3181818181818182,0.14285714285714285,0.5555555555555556,0.5,0.025,0.16666666666666666,0.5454545454545454,1.0,0.6487119437939111,0.14583333333333334,0.08333333333333333,0.0,0.0,0.7,0.07692307692307693,0.0,0.868421052631579,0.0,0.2692307692307692,0.06666666666666667,1.0,0.10909090909090909,0.0,0.024390243902439025,0.4,0.19047619047619047,0.058823529411764705,0.19864176570458403,0.1111111111111111,0.21428571428571427,0.0,0.29411764705882354,0.0,0.0,0.14285714285714285,0.5384615384615384,0.21428571428571427,0.23076923076923078,0.23809523809523808,0.09090909090909091,0.28125,0.3333333333333333,0.0625,0.625,0.0,0.5813953488372093,0.13333333333333333,0.0,0.034482758620689655,0.0,0.1111111111111111,0.08333333333333333,0.0,0.04316546762589928,0.0,0.3333333333333333,0.07142857142857142,0.07092198581560284,0.0,0.0,0.11538461538461539,0.6844444444444444,0.8032786885245902,0.3103448275862069,0.13636363636363635,0.06896551724137931,0.6363636363636364,0.5555555555555556,0.4444444444444444,0.275,0.28,0.02,0.7,0.004,0.125,0.0,0.0,0.10344827586206896,0.45454545454545453,0.125,0.0,0.3125,0.37037037037037035,0.034482758620689655,0.3888888888888889,0.09090909090909091,0.07142857142857142,0.17391304347826086,0.07692307692307693,0.14285714285714285,0.15384615384615385,0.0,0.0,0.09836065573770492,0.07142857142857142,0.24242424242424243,0.046153846153846156,0.23809523809523808,0.5263157894736842,0.6,0.375,0.7368421052631579,0.06666666666666667,0.09259259259259259,1.0,0.047619047619047616,0.21428571428571427,0.6296296296296297,0.07142857142857142,0.4375,0.48,0.11764705882352941,0.16666666666666666,0.0,0.32,0.0,0.45098039215686275,0.9285714285714286,0.0,0.0,0.26666666666666666,0.38461538461538464,0.0,0.0,0.08536585365853659,0.125,0.14285714285714285,0.21212121212121213,0.42857142857142855,0.2222222222222222,0.17857142857142858,0.45454545454545453
2012-04,0.0,0.14285714285714285,0.06666666666666667,0.0,0.0,0.04,0.8333333333333334,0.045454545454545456,0.2222222222222222,0.3076923076923077,0.5577889447236181,0.11904761904761904,0.5714285714285714,0.3488372093023256,0.5714285714285714,0.09523809523809523,0.2777777777777778,0.4406779661016949,0.22727272727272727,0.14285714285714285,0.30864197530864196,0.59375,0.05,0.0,0.13636363636363635,0.3157894736842105,0.7295081967213115,0.22916666666666666,0.4166666666666667,0.06666666666666667,0.023809523809523808,0.2,0.0,0.0,0.5263157894736842,0.0,0.28846153846153844,0.13333333333333333,0.07142857142857142,0.14545454545454545,0.037037037037037035,0.07317073170731707,1.0,0.23809523809523808,0.029411764705882353,0.22071307300509338,0.6666666666666666,0.21428571428571427,0.13333333333333333,0.4117647058823529,0.045454545454545456,0.36363636363636365,0.0,0.3076923076923077,0.17857142857142858,0.3333333333333333,0.09523809523809523,0.0,0.46875,0.3333333333333333,0.0,0.25,0.25,0.37209302325581395,0.2,0.0,0.10344827586206896,0.0625,0.1111111111111111,0.0,0.07317073170731707,0.1223021582733813,0.09090909090909091,0.7777777777777778,0.08571428571428572,0.14184397163120568,0.0,0.02666666666666667,0.11538461538461539,0.4488888888888889,0.03278688524590164,0.0,0.5909090909090909,0.0,0.18181818181818182,0.5555555555555556,0.3333333333333333,0.125,0.04,0.03333333333333333,0.3,0.004,0.0,0.007518796992481203,0.0,0.034482758620689655,0.18181818181818182,0.25,0.125,0.375,0.2962962962962963,0.8275862068965517,0.6666666666666666,0.0,0.26785714285714285,0.043478260869565216,0.1282051282051282,0.14285714285714285,0.0,0.53125,0.0,0.01639344262295082,0.07142857142857142,0.5454545454545454,0.015384615384615385,0.09523809523809523,0.3157894736842105,0.2857142857142857,0.4375,0.42105263157894735,0.13333333333333333,0.037037037037037035,0.1111111111111111,0.0,0.07142857142857142,0.5185185185185185,0.5,0.0,0.04,0.23529411764705882,0.5,0.058823529411764705,0.16,0.14285714285714285,0.47058823529411764,0.30952380952380953,0.0,0.1875,0.3333333333333333,0.19230769230769232,0.2,0.16,0.1951219512195122,0.25,0.047619047619047616,0.15151515151515152,0.2857142857142857,0.1111111111111111,0.2857142857142857,0.45454545454545453
2012-05,0.0,0.09523809523809523,0.23333333333333334,0.45,0.0,0.0,0.08333333333333333,0.3181818181818182,0.7777777777777778,0.38461538461538464,0.39949748743718594,0.3333333333333333,1.0,0.37209302325581395,0.4523809523809524,0.47619047619047616,0.2222222222222222,0.5084745762711864,1.0,0.0,0.48148148148148145,0.46875,0.025,0.3333333333333333,0.09090909090909091,0.2631578947368421,0.6323185011709602,0.3541666666666667,0.4166666666666667,0.13333333333333333,0.023809523809523808,0.9,0.0,0.0,0.7763157894736842,0.0,0.15384615384615385,0.0,0.14285714285714285,0.14545454545454545,0.07407407407407407,0.12195121951219512,0.4,0.09523809523809523,0.23529411764705882,0.3633276740237691,0.0,0.2857142857142857,0.0,0.7058823529411765,0.22727272727272727,0.5454545454545454,0.14285714285714285,0.506993006993007,0.2857142857142857,0.3333333333333333,0.09523809523809523,0.045454545454545456,0.421875,0.5,0.125,0.25,0.375,0.3023255813953488,0.2,0.05555555555555555,0.0,0.0,0.1111111111111111,0.16666666666666666,0.024390243902439025,0.15827338129496402,0.2727272727272727,0.3888888888888889,0.5571428571428572,0.6737588652482269,0.7142857142857143,0.08,0.34615384615384615,0.6244444444444445,0.45901639344262296,0.06896551724137931,0.6818181818181818,0.0,0.18181818181818182,0.4444444444444444,0.5555555555555556,0.2,0.12,0.02666666666666667,0.2,0.012,0.0,0.0,0.0,0.10344827586206896,0.6363636363636364,0.25,0.3125,0.625,0.25925925925925924,0.0,0.2222222222222222,0.6363636363636364,0.875,0.2608695652173913,0.3333333333333333,0.0,0.38461538461538464,0.90625,0.0,0.06557377049180328,0.21428571428571427,0.36363636363636365,0.046153846153846156,0.09523809523809523,0.5263157894736842,0.6571428571428571,0.0,0.5263157894736842,0.16666666666666666,0.018518518518518517,0.0,0.047619047619047616,0.42857142857142855,0.6296296296296297,0.07142857142857142,0.0625,0.0,0.058823529411764705,0.6666666666666666,0.0,0.28,0.42857142857142855,0.49019607843137253,0.14285714285714285,0.3333333333333333,0.0625,0.8,0.15384615384615385,0.2,0.12,0.13414634146341464,0.25,0.047619047619047616,0.30303030303030304,0.21428571428571427,0.1111111111111111,0.10714285714285714,0.42424242424242425
