date,accidental hypothermias,albinism,alcohol abuse,ankle sprain,anthrax,asthma,back injury,cancer,headache,biliary or urinary stones,sting,bleeding,blindness,high blood pressure,stroke,bruises,burns,corpses,death,heart disease,cholera,chronic disease,ciliary body spasms,shock,dengue,syndrome,coma,cough,decapitation,birth defects,disease,drowning,emergency,epilepsy,famine,fistula,flushing,seizure,fractures bone,fragmentation sleep,furunculosis,hansens disease,heart attack,heart failure,hepatitis,htlv-iii-lav infection,influenza,fever,illusion,aids,infection,infectious diseases,influenza in bird,injuries,brain injury,kidney failure,knee injuries,fatigue,leg injuries,pneumonia,rabies,male impotence,maternal death,measles,maids,muscular cramp,nausea,prostate cancer,lung cancer,malnutrition,obesity,choking,overweight,dementia,plague,poisoning lead,poisoning,polio,rash,confusion,recurrence,head injuries,malaria,infertility,rupture,sars (severe acute respiratory syndrome),scars,spongiform encephalopathy bovine,miscarriage,strain,stuttering familial persistent 1,drug abuse,suffocations,paralysis,tremors,tuberculosis,breast cancer,vomiting,dehydration,gunshot wounds
2003-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.14285714285714285,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.013888888888888888,0.0,0.02389705882352941,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.21739130434782608,0.0,0.25,0.0,0.0,0.12,0.0,0.008264462809917356,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.014705882352941176,0.0425531914893617,0.1111111111111111,0.0,0.028985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.08333333333333333,0.1111111111111111,0.0,0.23076923076923078,0.0,0.3333333333333333,0.0,0.02702702702702703,0.0,0.024691358024691357,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.08333333333333333,0.0
2003-05,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0625,0.07720588235294118,0.0,0.01020408163265306,0.0,0.0,0.09803921568627451,0.0,0.21739130434782608,0.022222222222222223,0.0,0.0,0.0,0.20666666666666667,0.0,0.026859504132231406,0.0,0.005376344086021506,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.14893617021276595,0.1111111111111111,0.0,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.20930232558139536,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.16216216216216217,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.08333333333333333
2003-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07692307692307693,0.0,0.0,0.0,0.1111111111111111,0.015151515151515152,0.0,0.0,0.03125,0.07169117647058823,0.05555555555555555,0.015306122448979591,0.0,0.0,0.0392156862745098,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.08666666666666667,0.0,0.010330578512396695,0.0,0.016129032258064516,0.0,0.0,0.07407407407407407,0.0,0.08333333333333333,0.0,0.0,0.05,0.0,0.0,0.0,0.014084507042253521,0.0,0.041666666666666664,0.029411764705882353,0.0425531914893617,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
2003-07,0.0,0.0,0.0,0.0,0.4,0.0,0.14285714285714285,0.05673758865248227,0.14285714285714285,0.0,0.0,0.2,0.0,0.3333333333333333,0.09090909090909091,0.1111111111111111,0.041666666666666664,0.25,0.2977941176470588,0.2777777777777778,0.02040816326530612,0.0,0.0,0.13725490196078433,0.0,0.2608695652173913,0.24444444444444444,0.3333333333333333,0.0,0.029411764705882353,0.14666666666666667,0.16666666666666666,0.03305785123966942,0.16666666666666666,0.026881720430107527,0.0,0.0,0.18518518518518517,0.0,0.08333333333333333,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.07142857142857142,0.041666666666666664,0.6764705882352942,0.1702127659574468,0.1111111111111111,0.0,0.25120772946859904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.046511627906976744,0.125,0.4,0.0,0.03225806451612903,0.0,0.08,0.0,0.14285714285714285,0.24242424242424243,0.0,0.1111111111111111,0.03333333333333333,0.07692307692307693,0.0,0.26666666666666666,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.15384615384615385,0.45454545454545453,0.0,0.016129032258064516,0.0,0.0,0.3333333333333333
2003-08,0.1111111111111111,0.0,0.2222222222222222,0.0,0.13333333333333333,0.0,0.0,0.15602836879432624,0.42857142857142855,0.0,0.4117647058823529,0.26666666666666666,0.0,0.1111111111111111,0.06060606060606061,0.0,0.1527777777777778,0.15625,0.38786764705882354,0.5,0.0,0.0,0.14285714285714285,0.27450980392156865,0.0,0.43478260869565216,0.044444444444444446,0.08333333333333333,0.0,0.029411764705882353,0.43333333333333335,0.08333333333333333,0.10743801652892562,0.08333333333333333,0.016129032258064516,0.0,0.10344827586206896,0.14814814814814814,0.0,0.08333333333333333,0.0,0.0,0.2,0.0,0.0,0.16666666666666666,0.0,0.17857142857142858,0.16666666666666666,0.9264705882352942,0.2765957446808511,0.1111111111111111,0.0,0.2608695652173913,0.0,0.125,0.0,0.1111111111111111,0.0,0.47058823529411764,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.8333333333333334,0.1388888888888889,0.11627906976744186,0.0,0.4,0.11764705882352941,0.16129032258064516,0.0,0.2,0.0,0.5714285714285714,0.2727272727272727,0.0,0.1111111111111111,0.25,0.0,0.0,0.13333333333333333,0.13333333333333333,0.05405405405405406,0.0,0.08641975308641975,0.0,0.2222222222222222,0.1111111111111111,0.0,0.18181818181818182,0.05263157894736842,0.0,0.0,0.16666666666666666,0.3333333333333333
2003-09,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09219858156028368,0.0,0.0,0.11764705882352941,0.3333333333333333,0.034482758620689655,0.1111111111111111,0.06060606060606061,0.0,0.2361111111111111,0.25,0.3694852941176471,0.05555555555555555,0.0,0.2857142857142857,0.14285714285714285,0.27450980392156865,0.0,0.13043478260869565,0.022222222222222223,0.0,0.0,0.029411764705882353,0.22666666666666666,0.08333333333333333,0.08057851239669421,0.08333333333333333,0.010752688172043012,0.0,0.034482758620689655,0.18518518518518517,0.0,0.08333333333333333,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.21428571428571427,0.20833333333333334,0.29411764705882354,0.19148936170212766,0.0,0.0,0.357487922705314,0.0,0.0,0.0,0.05555555555555555,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.05555555555555555,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.5714285714285714,0.30303030303030304,0.16666666666666666,0.1111111111111111,0.016666666666666666,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.06172839506172839,0.0,0.0,0.0,0.15384615384615385,0.5909090909090909,0.05263157894736842,0.0,0.09090909090909091,0.08333333333333333,0.5833333333333334
2003-10,0.3333333333333333,0.0,0.2222222222222222,0.0,0.4,0.1,0.0,0.24113475177304963,0.07142857142857142,0.0,0.058823529411764705,0.26666666666666666,0.0,0.1111111111111111,0.030303030303030304,0.2222222222222222,0.1527777777777778,0.09375,0.36213235294117646,0.16666666666666666,0.0,0.2857142857142857,0.0,0.21568627450980393,0.0,0.2608695652173913,0.17777777777777778,0.08333333333333333,0.0,0.08823529411764706,0.3466666666666667,0.0,0.1487603305785124,0.08333333333333333,0.043010752688172046,0.0,0.0,0.37037037037037035,0.0,0.08333333333333333,0.0,0.022222222222222223,0.5,0.16666666666666666,0.058823529411764705,0.0,0.0,0.14285714285714285,0.08333333333333333,0.35294117647058826,0.1276595744680851,0.1111111111111111,0.0,0.3140096618357488,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.27906976744186046,0.125,0.5,0.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.21212121212121213,0.0,0.0,0.0,0.07692307692307693,0.18181818181818182,0.13333333333333333,0.2,0.0,0.14285714285714285,0.06172839506172839,0.0,0.2222222222222222,0.0,0.23076923076923078,0.045454545454545456,0.05263157894736842,0.016129032258064516,0.09090909090909091,0.25,0.4166666666666667
2003-11,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.06382978723404255,0.5,0.0,0.29411764705882354,0.06666666666666667,0.0,0.1111111111111111,0.045454545454545456,0.1111111111111111,0.20833333333333334,0.46875,0.24632352941176472,1.0,0.0,0.14285714285714285,0.2857142857142857,0.27450980392156865,0.0,0.13043478260869565,0.022222222222222223,0.0,0.0,0.11764705882352941,0.4,0.16666666666666666,0.13636363636363635,0.0,0.016129032258064516,0.0,0.06896551724137931,0.48148148148148145,0.0,0.0,0.0,0.0,0.35,0.0,0.058823529411764705,0.0,0.014084507042253521,0.39285714285714285,0.125,0.7205882352941176,0.2765957446808511,0.0,0.0,0.30917874396135264,0.0,0.0,0.0,0.05555555555555555,0.0,0.23529411764705882,0.028985507246376812,0.3333333333333333,0.0,0.0625,0.04,0.0,0.0,0.11764705882352941,0.0,0.1111111111111111,0.11627906976744186,0.375,0.2,0.0,0.03225806451612903,0.0,0.04,0.019417475728155338,0.14285714285714285,0.09090909090909091,0.08333333333333333,0.2222222222222222,0.016666666666666666,0.038461538461538464,0.0,0.06666666666666667,0.06666666666666667,0.02702702702702703,0.0,0.012345679012345678,0.0,0.0,0.05555555555555555,0.38461538461538464,0.13636363636363635,0.0,0.0,0.09090909090909091,0.0,0.4166666666666667
2003-12,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.1,0.0,0.1702127659574468,0.42857142857142855,0.0,0.4117647058823529,0.2,0.0,0.1111111111111111,0.030303030303030304,0.1111111111111111,0.125,0.53125,0.27205882352941174,0.05555555555555555,0.0,0.0,0.14285714285714285,0.0392156862745098,0.0,0.2608695652173913,0.13333333333333333,0.16666666666666666,0.3333333333333333,0.029411764705882353,0.6066666666666667,0.0,0.1487603305785124,0.0,0.016129032258064516,0.0,0.0,0.3333333333333333,0.0,0.08333333333333333,0.0,0.0,0.15,0.16666666666666666,0.0,0.0,0.04225352112676056,0.2857142857142857,0.041666666666666664,0.38235294117647056,0.23404255319148937,0.1111111111111111,0.061224489795918366,0.3140096618357488,0.125,0.0,0.0,0.05555555555555555,0.16666666666666666,0.17647058823529413,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.0,0.027777777777777776,0.13953488372093023,0.0,0.2,0.0,0.03225806451612903,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.5,0.2222222222222222,0.0,0.07692307692307693,0.09090909090909091,0.3333333333333333,0.13333333333333333,1.0,0.14285714285714285,0.07407407407407407,0.0,0.1111111111111111,0.05555555555555555,0.07692307692307693,0.45454545454545453,0.0,0.0,0.0,0.16666666666666666,0.0
2004-01,0.1111111111111111,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.09219858156028368,0.21428571428571427,0.0,0.058823529411764705,0.0,0.0,0.0,0.030303030303030304,0.4444444444444444,0.1388888888888889,0.1875,0.3897058823529412,0.0,0.05102040816326531,0.14285714285714285,0.0,0.21568627450980393,0.0,0.6521739130434783,0.17777777777777778,0.3333333333333333,0.0,0.029411764705882353,0.74,0.16666666666666666,0.05991735537190083,0.16666666666666666,0.021505376344086023,0.0,0.0,0.2962962962962963,0.5,0.16666666666666666,0.0,0.0,0.1,0.0,0.0,0.0,0.8732394366197183,0.5,0.041666666666666664,0.1323529411764706,0.40425531914893614,0.1111111111111111,0.5510204081632653,0.3188405797101449,0.0,0.125,0.0,0.05555555555555555,0.16666666666666666,0.8235294117647058,0.0,0.3333333333333333,0.0,0.0,0.04,0.0,0.16666666666666666,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.12,0.0,0.14285714285714285,0.12121212121212122,0.0,0.4444444444444444,0.03333333333333333,0.0,0.0,1.0,0.06666666666666667,0.08108108108108109,0.0,0.5185185185185185,0.0,0.2222222222222222,0.0,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.25
